SWEAT index,K index,Totals totals index,Environmental_Stability,Moisture_Indices,Convective_Potential,Temperature_Pressure,Moisture_Temperature_Profiles,TH
137.8,20.0,38.2,15.7,27.1,0.0,5747.0,931.84,0
113.1,22.8,48.8,-11.8,40.5,-6.4,5819.0,971.76,1
319.8,37.1,53.5,-6.8,45.8,1623.7,5738.0,958.76,1
133.8,-2.0,35.2,18.5,17.5,0.0,5670.0,908.62,0
325.4,39.0,38.0,16.0,45.2,209.2,5826.0,947.71,1
323.7449164096883,33.83719167036652,45.177379381096685,6.377644082744588,47.691481155734486,14.954554187015871,5742.0,932.8614065843934,1
87.6,10.6,33.4,22.2,22.2,0.0,5670.0,930.56,0
241.2,38.7,46.8,-1.0,45.5,3004.7,5793.0,877.23,1
238.8,26.2,47.2,3.3,54.2,347.5,5783.0,985.15,1
144.18970191177257,23.06444148092862,36.72888296185723,11.02220740464308,37.96739357766687,-10.493659659923352,5789.0,893.715703063194,1
293.4,40.2,41.2,8.3,70.8,355.0,5795.0,938.31,0
348.07226257606794,38.44281531514138,39.113660848225145,6.3907746809345545,63.362744462992175,2266.4099953072937,5835.0,946.8054397525957,1
217.88987331058001,29.908921131155704,44.20217000487572,-2.997227215992145,50.311452803510704,2508.9096444661145,5780.0,985.0312778917602,1
235.135910866693,36.7924215912875,44.89793316126023,-1.788270781433901,58.39379948378068,2449.770358179023,5780.0,971.9683071245479,1
147.9,28.3,47.0,-10.9,33.4,3590.0,5781.0,982.5,0
251.5,27.6,39.8,10.4,41.3,53.8,5727.0,977.77,0
100.9,-9.5,31.6,22.5,12.3,0.0,5636.0,880.72,0
207.5,25.2,44.7,4.7,47.7,158.2,5833.0,922.66,0
252.33675790026248,36.73835620787401,43.06286147471566,1.322450526684165,61.96856926264217,3139.7942164045494,5824.0,977.5106772268066,1
250.84775016056307,37.138613968764396,41.680693015617805,5.763006349438361,70.53769158882127,791.2132992081473,5848.0,981.5567954911679,1
258.8,38.3,44.0,5.5,52.7,495.7,5785.0,938.37,0
299.4756740018252,37.53721900297843,42.0454229429285,9.369401313316686,71.96971803804767,104.47098493697163,5902.0,974.8708837389412,1
149.1,-0.2,46.6,-7.899999999999999,21.1,-30.4,5701.0,945.45,0
266.0,37.5,48.4,-5.6,55.6,4.0,5792.0,958.36,0
380.7,25.6,60.0,-18.200000000000003,37.1,2689.5,5747.0,974.72,1
255.3505222652876,37.7,51.28578397615487,-8.412752524592918,55.57595845006637,3931.3045282265707,5809.0,986.2741752834244,1
285.8,33.7,47.8,-1.0,48.6,3305.3,5784.0,913.15,0
369.6,32.9,55.8,16.2,44.0,0.0,5763.0,749.83,0
202.9,29.7,40.6,5.1,55.5,-59.9,5828.0,974.78,1
223.87334471530116,30.76265131985216,42.6005837969034,2.605837969034061,61.72607148779542,714.6527267724942,5827.0,980.3591613148824,1
298.90085227601037,34.49468851478627,52.904393266152866,0.8486886144591885,43.74514762431671,36.109671779841364,5764.0,950.8670358201497,1
209.78494336041922,25.54708379882483,47.13010193389869,-0.3344677267143116,43.38785388896298,1660.203907177005,5781.0,980.0514563987981,1
282.56960921069964,41.31236781373852,42.03370115133745,9.18542527823676,72.09439080209718,7.575172444681943,5786.0,978.8733379403894,1
96.0,-5.8,35.6,17.799999999999997,20.6,0.0,5714.0,923.69,0
290.8,39.3,50.6,-7.1000000000000005,55.5,5923.8,5837.0,928.23,0
184.24823871398343,34.45973512070306,43.160397318945414,0.42732455779279643,52.73451667593712,1203.9127287406827,5777.0,983.2764609544998,1
195.2,30.5,42.6,-4.5,50.8,4757.9,5770.0,977.16,0
64.0,3.8,32.6,25.4,15.5,0.0,5659.0,931.11,0
122.7,0.3,29.0,18.9,17.2,-207.5,5701.0,880.94,0
269.02524703041297,34.53522473969064,51.34168524226862,1.633854010824444,41.306258664432086,153.12348315979378,5723.0,945.8859653882981,1
48.5,-2.0,26.3,20.2,19.7,0.0,5707.0,963.0,0
81.5,-7.2,11.5,41.8,24.8,0.0,5699.0,1003.29,0
138.1,-4.0,45.6,11.7,17.7,0.0,5705.0,946.98,0
275.1298356700901,39.721030714910206,46.4210307149102,0.9495723994311933,73.45558117511983,2624.6807020550905,5841.0,983.3860295965239,1
133.9,29.2,48.2,-0.8999999999999999,32.7,186.7,5768.0,862.84,0
283.1,39.0,42.8,8.3,65.1,-1.9,5783.0,935.98,0
94.1,-5.2,36.0,12.8,21.2,0.0,5718.0,965.35,0
106.5,23.6,42.8,3.6,24.9,-52.1,5661.0,951.77,0
74.4,12.0,40.0,6.4,21.8,0.0,5650.0,975.66,0
228.4,33.5,41.8,9.0,47.4,-76.2,5787.0,903.29,0
272.13584341472523,42.285310075932294,49.07532092756626,-4.868269764013764,66.2978454778034,-3.796866149532223,5748.0,979.3742132282686,1
229.4,36.9,46.6,1.4000000000000004,62.3,1569.8,5859.0,987.56,1
223.92681199259496,37.57410815356135,43.622324460684034,4.737514149858828,54.70448753191093,1008.4848103108252,5813.0,922.0654189979542,1
169.0,23.8,47.8,11.4,22.5,0.0,5640.0,868.55,0
221.37582226593125,33.165857489350856,41.86585748935086,0.6526121458997547,55.71773967629554,2666.6532190288867,5814.0,972.829843399983,1
159.0,20.2,46.8,4.4,32.3,1.700000000000017,5676.0,985.58,0
117.50988178529772,29.30611509493134,44.906115094931344,5.26914938942792,32.452919979507975,-187.7239527141191,5684.0,945.6762100566646,1
208.6356667419468,35.69517182210767,45.28086881917924,1.2452625874819474,54.245262587481946,761.6712124633946,5767.0,985.15,1
257.6,38.8,43.7,2.8999999999999995,72.0,1365.4,5805.0,980.12,1
293.597281755278,31.517998222364177,43.66813154505092,7.868919117570043,48.173834679868435,165.21097422428056,5838.0,869.9057897775466,1
232.1995292373,32.19058506356447,48.17148622880264,4.386482838992099,41.90316069917235,-2.382582415228949,5672.0,965.524512478786,1
58.2,0.0,21.1,29.8,20.5,0.0,5677.0,947.71,0
64.0,-2.0,11.9,27.8,18.0,0.0,5660.0,947.65,0
95.1,12.0,35.1,14.4,12.9,0.0,5613.0,910.05,1
301.6,36.7,55.7,-7.8,38.7,843.0,5739.0,953.38,0
294.5147423291432,31.66749279391134,54.11527504647682,-10.591117561527241,35.541030683427415,2632.6953793001967,5742.0,969.7854927129041,1
81.6,1.6,30.0,22.2,21.8,0.0,5696.0,952.59,0
288.1428076635281,41.000599659613016,51.18922044250307,5.155689608554971,46.59041976172911,-127.70779557496923,5763.0,914.9486532710897,1
275.4,39.7,44.4,4.1,70.8,259.5,5826.0,955.8,0
258.8,32.7,37.8,4.1,54.4,1432.1,5776.0,982.5,1
145.74772279329434,17.703218624792374,37.541619490864335,4.425860314057216,40.61598180824361,243.9763564692709,5789.0,993.6526983002277,1
296.3599025735992,37.273183650128104,40.369423851977274,9.68395996635847,64.32656746846385,-1.369174970569226,5869.0,923.8566940353303,1
143.5,-1.4,21.4,38.0,31.5,0.0,5727.0,944.53,0
102.4,-2.4,35.0,-5.6,21.7,696.8000000000001,5732.0,969.53,0
240.31552790110777,33.384010666715575,41.335119802508984,3.455545678967061,61.77338074095811,1879.3274532340988,5837.0,958.8055939168366,1
248.2,33.8,40.8,9.2,55.0,-117.9,5800.0,913.7,1
178.8,30.4,46.6,-1.1,36.7,2284.6,5722.0,945.02,0
275.09883409230565,40.266809417692194,45.02821001410271,3.3593385653845522,72.15272421923007,1247.2730351279486,5800.0,987.3052605367694,1
54.72548470338308,3.1671651675845856,38.97413314240758,6.639548037765513,21.94664339732495,0.0,5665.0,957.6432801718331,1
157.8,21.2,40.2,1.4000000000000004,40.5,7.500000000000001,5796.0,992.6,0
201.5,24.6,44.2,3.9,36.7,304.1,5763.0,975.08,0
69.8,16.0,29.5,9.9,17.7,0.0,5651.0,970.87,0
